Vendor,Organization,RegisteredOrgCount,Website,City,State,Category,Email
JJLED Enterprises,"Delta Sigma Theta, Omega Psi Phi",2,https://jjled3.com/,Upper Marlboro,MD,Apparel,jjled3@gmail.com
JJLED Enterprises LLC,Kappa Alpha Psi,1,https://jjled3.com/,,MD,Apparel,jjled3@gmail.com
JL Michael's Custom Clothiers,Kappa Alpha Psi,1,https://www.jlmichaels.com/,,MD,Apparel,michael@jlmichaels.com
JLJ CONCIERGE SERVICES,Zeta Phi Beta,1,https://www.jljconciergeservices.com/,Kankakee,IL,Apparel,
JLJ Concierge Services,Phi Beta Sigma,1,https://jljconciergeservices.com/,Houston,TX,Apparel,
JLS,Omega Psi Phi,1,https://www.jlspresents.com/,Springfield,VA,Apparel,jamell.satchell@elementumbrands.com
"JODEINK, INK",Zeta Phi Beta,1,,Atlanta,GA,Apparel,ennaojlottie@gmail.com
JPayne Creations,Delta Sigma Theta,1,,Fort  Worth,TX,Apparel,jeccy22@gmail.com
"JTR Designs, LLC",Delta Sigma Theta,1,,Brunswick,GA,Apparel,jones_lacry@yahoo.com
"JTUnique, LLC",Delta Sigma Theta,1,https://www.jtuniquellc.com/,Byram,MS,Apparel,
JaLaine Enterprises dba Greek'tique & Legacy,Delta Sigma Theta,1,,Huntersville,NC,Apparel,Greektiquenc@gmail.com
Jacquelyn W. Patterson,Zeta Phi Beta,1,https://jwpatterson57.wixsite.com/jacquelyndesignsg,Troy,AL,Apparel,
Jain Jewelry Network DBA Jain Sales Inc,Delta Sigma Theta,1,https://jainjewelrynetwork.com/,Lanham,MD,Apparel,
Jalonnie Kasi Apparel,Zeta Phi Beta,1,https://www.jalonniekasiapparel.com/,Atlanta,GA,Apparel,
Jan's Special-T's,Delta Sigma Theta,1,https://www.jansspecialts.com/,Detroit,MI,Apparel,
Jaushina Nicole Designs LLC,Delta Sigma Theta,1,https://jaushinanicole.com/,Chesapeake,VA,Apparel,
Javi B. Greek,Iota Phi Theta,1,,Graniteville,SC,Apparel,
Jill Martin Licensing,"Iota Phi Theta, Phi Beta Sigma",2,https://jillmartin.com/,Southampton,NY,Apparel,
"JimiHack, LLC","Delta Sigma Theta, Omega Psi Phi",2,https://www.jimihack.com/,Gainesville,FL,Apparel,
Joan's Monogram Works,Delta Sigma Theta,1,https://joansmonogram.com/,Pearland,TX,Apparel,
Joey Hilton Art Studio,"Iota Phi Theta, Phi Beta Sigma",2,https://jocloco.com/,Columbia,SC,Apparel,
"Johnson Menswear
 LLC",Omega Psi Phi,1,https://www.facebook.com/JohnsonMenswear,Jacksonville,,Apparel,sales@jmenswear.com
"JohnsonRivers, LLC",Delta Sigma Theta,1,https://www.johnsonrivers.com/,Rock Hill,SC,Apparel,
Jojendi Zigns,Delta Sigma Theta,1,https://www.jojendi.com/,Clarkburg,MD,Apparel,
Jones Kid International,Omega Psi Phi,1,https://www.facebook.com/joneskidintl/,Rocky Mount,NC,Apparel,info@joneskidintl.com
Jones Thornton Clothiers,Delta Sigma Theta,1,,Falls Church,VA,Apparel,nfisher1906@gmail.com
Joneswear,Phi Beta Sigma,1,http://www.joneswear.net/,Covington,GA,Apparel,joneswear@yahoo.com
"Joneswear, Inc",Omega Psi Phi,1,http://www.joneswear.net/,Covington,GA,Apparel,joneswear@yahoo.com
"Joneswear, Inc.","Kappa Alpha Psi, Omega Psi Phi, Zeta Phi Beta",3,http://www.joneswear.net/,Covington,GA,Apparel,joneswear@yahoo.com
Jostens,"Iota Phi Theta, Phi Beta Sigma",2,http://www.jostens.com/,Minneapolis,MN,Apparel,
Joy's Creations,Delta Sigma Theta,1,,Germantown,TN,Apparel,joyscreations2018@gmail.com
Joyce’s Specialties,"Delta Sigma Theta, Omega Psi Phi",2,https://www.joycesspecialties.shop/,Durham,NC,Apparel,
Just Because Gift Shop,Delta Sigma Theta,1,,Richmond,VA,Apparel,justbecausegift@comcast.net
Just Embroider Me,Zeta Phi Beta,1,https://www.blngonpurpose.com/,Norfolk,VA,Apparel,
Just For Bruhz LLC,Omega Psi Phi,1,https://www.facebook.com/justforbruhz,Birmingham,AL,Apparel,Justforbruhz@gmail.com
Just Pen It,Delta Sigma Theta,1,https://justpenitshop.com/,Saginaw,MI,Apparel,
Just Tailored Greeks LLC,Kappa Alpha Psi,1,,,CA,Apparel,justtailoredgreeks@gmail.com
"K. Lamar Greek Boutique, LLC.",Delta Sigma Theta,1,https://www.klamargreekboutique.com/,Antioch,TN,Apparel,
K. Speaks & Creates,Delta Sigma Theta,1,https://kspeakscreates.com/,Grand Prairie,TX,Apparel,
"K2 Squared, LLC",Zeta Phi Beta,1,https://www.blutiquescape.com/,Las Vegas,NV,Apparel,
KANESby Ryan,Kappa Alpha Psi,1,https://www.etsy.com/shop/KANESByRyan?ref=shop_sugg,,CA,Apparel,eaglehighm7@live.com
KANEWORK LLC,"Iota Phi Theta, Phi Beta Sigma",2,https://kanework.com/,Atlanta,GA,Apparel,kaneworkkanes@yahoo.com
KAPSI NUPE,Kappa Alpha Psi,1,https://kapsinupe.com/,,TN,Apparel,info@kapsinupe.com
"KDR Kreations, LLC",Delta Sigma Theta,1,https://kdrkreationsllc.square.site/,Ruther Glen,VA,Apparel,
KENDALLS GREEK,Omega Psi Phi,1,https://www.kendallsgreek.com/,Greer,SC,Apparel,kendallsgreek@yahoo.com
KGH Jewelry Sales,Kappa Alpha Psi,1,https://kghjewelry.jewelershowcase.com/,,MD,Apparel,kghjewelry@gmail.com
KO's Blue Store,"Iota Phi Theta, Phi Beta Sigma",2,https://www.facebook.com/kobluestore/,Miami,FL,Apparel,kobluestore@gmail.com
KO's Blue Store LLC,Zeta Phi Beta,1,https://www.etsy.com/shop/kosbluestorellc,Miami,FL,Apparel,kobluestore@gmail.com
"KO's Blue Store, LLC",Sigma Gamma Rho,1,https://www.facebook.com/kobluestore/,,,Apparel,kobluestore@gmail.com
KRIS PARKER DBA KLASSY GREEK EMBLEMS,Delta Sigma Theta,1,https://www.klassygreekemblems.com/,Plano,TX,Apparel,info@ocme.us
Kaleshia's Kreations,Delta Sigma Theta,1,https://www.kaleshiakreations.com/,Crystal Springs,MS,Apparel,
Kaleshia’s Kreations,"Phi Beta Sigma, Zeta Phi Beta",2,https://www.kaleshiakreations.com/,"Crystal Spgs, Crystal Springs",MS,Apparel,
Kandy Rock Customs LLC,Delta Sigma Theta,1,https://www.kandyrockcustoms.com/,Linden,NC,Apparel,
Kandyman Graphics,Kappa Alpha Psi,1,https://www.kandymangraphics.com/,,GA,Apparel,kandymangraphics@sbcglobal.net
"Kanework LLC, dba Greek Kustoms","Delta Sigma Theta, Omega Psi Phi, Zeta Phi Beta",3,https://kanework.com/,"ATLANTA, Atlanta",GA,Apparel,kaneworkkanes@yahoo.com
"Kanework, LLC",Kappa Alpha Psi,1,https://kanework.com/,Atlanta,GA,Apparel,kaneworkkanes@yahoo.com
Kappa House LLC,Kappa Alpha Psi,1,,,TX,Apparel,info@kappahousellc.com
Kaptivate Apparel,Kappa Alpha Psi,1,https://kaptivateapparel.com/,,IN,Apparel,info@kaptivateapparel.com
Karon's Kreations,Delta Sigma Theta,1,https://karonskreations.com/,FT WORTH,TX,Apparel,
Kasi Apparel INC,Kappa Alpha Psi,1,,,GA,Apparel,j@kasiapparel.com
"Kason Custom Gifts, LLC",Zeta Phi Beta,1,https://goimagine.com/,Munster,IN,Apparel,
"Kasper Group, LLC",Sigma Gamma Rho,1,,,,Apparel,
"Keep Your Hair Headgear, LLC","Delta Sigma Theta, Zeta Phi Beta",2,https://keepyourhairheadgear.com/,Grayson,GA,Apparel,
"Keepsake Rings and Things, LLC",Delta Sigma Theta,1,https://www.keepsakeringsandthings.com/,Columbia,SC,Apparel,
Keepsakes By Liltrici,Kappa Alpha Psi,1,,,GA,Apparel,keepsakesbyliltrici@gmail.com
Kelechi African Authentics,"Delta Sigma Theta, Phi Beta Sigma",2,https://www.keleafrica.com/collections/greek,Brandywine,MD,Apparel,keleafrica@gmail.com
"Kelechi African Authentics, LLC",Kappa Alpha Psi,1,https://www.keleafrica.com/,,MD,Apparel,keleafrica@gmail.com
Kelechi Aftican Authentics LLC,Zeta Phi Beta,1,https://www.keleafrica.com/,Brandywine,MD,Apparel,
Kelly's Kreative Designs,Zeta Phi Beta,1,,Bedford,OH,Apparel,
Kendall's Greek,Kappa Alpha Psi,1,https://www.kendallsgreek.com/,,SC,Apparel,kendallsgreek@yahoo.com
Kendalls Greek,"Delta Sigma Theta, Kappa Alpha Psi, Sigma Gamma Rho, Zeta Phi Beta",4,https://www.kendallsgreek.com/,Duncan,SC,Apparel,kendallsgreek@yahoo.com
Kendall’s Greek,Alpha Phi Alpha,1,https://www.kendallsgreek.com/,Duncan,SC,Apparel,kendallsgreek@yahoo.com
Kendra Scott,"Sigma Gamma Rho, Zeta Phi Beta",2,https://www.kendrascott.com/,Austin,TX,Apparel,Jessica.Kramer@kendrascott.com
Kevin Davis Design + Brand,Phi Beta Sigma,1,http://www.kevindavisbrand.com/,Chicago,IL,Apparel,
"Kiffany, LLC DBA Kiffany & Co.",Delta Sigma Theta,1,https://www.charmedbykiffany.com/,Concord,NC,Apparel,
KimprintZ Quality Print Shop,Phi Beta Sigma,1,https://www.instagram.com/thecampuslookstore/,Huntington Beach,CA,Apparel,
King Greek,Phi Beta Sigma,1,http://www.kinggreek.com/,New York,NY,Apparel,
"King Greek, Inc.",Delta Sigma Theta,1,https://www.kinggreek.com/,New York,NY,Apparel,
Kingdom Synergy Designz,Phi Beta Sigma,1,https://ksynergydesignz.com/,Blythewood,SC,Apparel,
Kite and Crest,Phi Beta Sigma,1,http://kiteandcrest.com/,Kansas City,KS,Apparel,
Klassic Kappa Apparel LLC,Kappa Alpha Psi,1,,,GA,Apparel,contactus@klassickappaapparel.com
Klassy Greek Emblems,Kappa Alpha Psi,1,https://klassygreekemblems.com/,,TX,Apparel,kop-35@hotmail.com
Kollegiate,"Iota Phi Theta, Phi Beta Sigma",2,https://kollegiategreek.com/,Pensacola,FL,Apparel,kollegiategreek@gmail.com
"Kollegiate Greek, LLC",Kappa Alpha Psi,1,https://www.kollegiategreek.com/,Pensacola,FL,Apparel,kollegiategreek@gmail.com
"Krafty Chick, LLC",Delta Sigma Theta,1,https://www.thekraftychick.com/,Chicago,IL,Apparel,
Kreated By Matt,Kappa Alpha Psi,1,,,TX,Apparel,matthewburgos15@gmail.com
Kreative Designs Unlimited LLC,Delta Sigma Theta,1,https://www.stilljazigreekboutique.com/,Ruston,LA,Apparel,
Kreative Ivy,"Delta Sigma Theta, Zeta Phi Beta",2,"https://kreativeivy.com/, https://www.kreativeapparel.org/","Oklahoma City, Shreveport","LA, OK",Apparel,
Kreative Krafts 90 LLC,Sigma Gamma Rho,1,,,,Apparel,kreativekrafts90@gmail.com
"Krimson Smoke, LLC",Kappa Alpha Psi,1,https://www.klassygreekemblems.com/,,VA,Apparel,info@ocme.us
Kris Parker dba Klassy Greek Emblems,Omega Psi Phi,1,https://www.facebook.com/klassygreekemblems,Plano,TX,Apparel,Kop-35@hotmail.com
Kustom Kaps,Kappa Alpha Psi,1,,,TX,Apparel,hello@kustomkaps.store
L and O Greek Specialty Coins LLC - DBA L and O Greek Specialties,Omega Psi Phi,1,https://www.logreek.com/,Mobile,AL,Apparel,maynardv1053@gmail.com
L&B Creative Designs,Delta Sigma Theta,1,,Bowie,MD,Apparel,lbjgreekdesigns@yahoo.com
L&O Greek Specialities,Delta Sigma Theta,1,https://www.logreekspecialties.com/,Mobile,AL,Apparel,maynardv1053@gmail.com
L&O Greek Specialties,Kappa Alpha Psi,1,https://www.logreekspecialties.com/,,AL,Apparel,maynardv1053@gmail.com
LID LANGUAGE,Omega Psi Phi,1,http://instagram.com/lidlanguage,Cassselberry,FL,Apparel,MDBYMIKO@GMAIL.COM
LNO Greek,Delta Sigma Theta,1,https://www.lnogreek.com/,Bowie,MD,Apparel,
LNO Greek (Like No Other),Zeta Phi Beta,1,https://www.lnogreek.com/,Bowie,MD,Apparel,
LaVerne Fashion and Gifts,Delta Sigma Theta,1,https://www.lavernefashionandgifts.com/,Baton Rouge,LA,Apparel,
LaVerne's Fashion & Gifts,Zeta Phi Beta,1,https://www.lavernefashionandgifts.net/,Baton Rouge,LA,Apparel,
Lailah's Sweet's and Accessories,Kappa Alpha Psi,1,,,TX,Apparel,nupe2188@yahoo.com
"Lawrence Dynasty, LLC",Delta Sigma Theta,1,https://lawrencedynasty20.com/,Homewood,IL,Apparel,
Le' Diva Boutique,"Delta Sigma Theta, Omega Psi Phi",2,https://www.lediva.store/,Newark,NJ,Apparel,
"Leaf Skin Products, LLC",Delta Sigma Theta,1,https://www.leafskinproducts.com/,Madison Heights,MI,Apparel,
Ledbetter Woodworks*,Omega Psi Phi,1,,Manassas,VA,Apparel,johnnyledbetter962@gmail.com
Lee Reed Embroidery,Omega Psi Phi,1,https://leereedembroidery.com/,Hammond,IN,"Apparel, Embroidery",sales@leereedembroidery.com
Lee and Lillie LLC,Delta Sigma Theta,1,https://www.leeandlillie.com/,Columbia,SC,Apparel,
Legacy,"Delta Sigma Theta, Sigma Gamma Rho",2,,Mableton,GA,Apparel,dapluvstotravel@yahoo.com
"Legacy Del-Ray, LLC",Omega Psi Phi,1,https://www.instagram.com/legacy_delray,Moultrie,GA,Apparel,legacydelray1@gmail.com
Legacy N Greek,"Phi Beta Sigma, Zeta Phi Beta",2,https://www.legacyngreek.com/,Charlotte,NC,Apparel,
Legacy Row,Phi Beta Sigma,1,,Ft Lauderdale,FL,Apparel,
Leoma Wear,Phi Beta Sigma,1,https://www.etsy.com/shop/leomawear,Birmingham,AL,Apparel,
Lids,Phi Beta Sigma,1,http://www.lids.com/,Indianapolis,IN,Apparel,
Life Moments Preserved LLC dba Party Decor By LMP,Delta Sigma Theta,1,https://www.partydecorbylmp.etsy.com/,Grayson,GA,Apparel,
"Life's Little Buttons, LLC/ LLB Collections",Delta Sigma Theta,1,https://www.llbcollections.com/,Skokie,IL,Apparel,
Life-Que Collections,Omega Psi Phi,1,https://www.instagram.com/Lifeque3,Gambrills,MD,Apparel,Lifequecollections@yahoo.com
"LifeTime Apparel, LLC",Delta Sigma Theta,1,https://www.lifetimeapparelllc.com/,Wilmington,DE,Apparel,
Linderal Arrington Design Company,Phi Beta Sigma,1,http://www.linderaldesign.com/,Columbia,MD,Apparel,
Linderal Designs Company,Zeta Phi Beta,1,https://www.linderaldesign.com/,Columbia,MD,Apparel,
LineUp,Delta Sigma Theta,1,https://1lineup.com/,Savannah,GA,Apparel,
"Links To Heritage, Inc.",Kappa Alpha Psi,1,https://links-to-heritage.myshopify.com/,,MD,Apparel,cufflinksnpins@aol.com
Liv's Charms by MeMe,Iota Phi Theta,1,https://livscharmsbymeme.etsy.com/,Cleveland Heights,OH,Apparel,
Living Greek,Delta Sigma Theta,1,https://www.livinggreek.com/,Philadelphia,PA,Apparel,
Liza Smith,Sigma Gamma Rho,1,,,,Apparel,stayphlyphilos@gmail.com
LoLo May Designs and Embroidery,Delta Sigma Theta,1,,Henderson,NV,"Apparel, Embroidery",Lolomaydesigns@gmail.com
Lore Collectibles,Kappa Alpha Psi,1,,,PA,Apparel,infor@lore-collectibles.com
Love Me Greek,Alpha Phi Alpha,1,https://www.lovemegreek.com/,Parkville,MD,Apparel,
Love Me Greek 1913,Delta Sigma Theta,1,https://www.lovemegreek1913.com/,Middle River,MD,Apparel,
"Love Me Greek, LLC",Zeta Phi Beta,1,https://www.lovemegreek.com/,Middle River,MD,Apparel,
"Lovesome Red, LLC",Delta Sigma Theta,1,https://lovesomered.com/,Springfield,OH,Apparel,
Luxe Crafted Studio LLC,"Kappa Alpha Psi, Sigma Gamma Rho",2,https://www.shopluxecrafted.com/,,NC,Apparel,"Nashanta.harrison@gmail.com, shopluxecrafted@gmail.com"
"LuxeCrafted Studio, LLC",Delta Sigma Theta,1,https://www.shopluxecrafted.com/,Pittsboro,NC,Apparel,shopluxecrafted@gmail.com
M & V's Quality Selections,Delta Sigma Theta,1,,Fort Pierce,FL,Apparel,mbpryor4600@att.net
M. Benjamin Designs,Delta Sigma Theta,1,https://mbendesigns.com/,ARLINGTON,TX,Apparel,
"M. Pressed Customs, LLC",Delta Sigma Theta,1,https://mpressedcustoms.com/,Chicago,IL,Apparel,
M. Wayne Designs,"Kappa Alpha Psi, Phi Beta Sigma, Sigma Gamma Rho, Zeta Phi Beta",4,https://www.mwaynedesigns.com/,Oakton,VA,Apparel,mwaynedesigns@gmail.com
M.A.G. Paraphernalia,Delta Sigma Theta,1,https://magparaphernalia.com/,Elkridge,MD,Apparel,
"M3 Embroidery & Apparel, LLC DBA M3Greek®️",Sigma Gamma Rho,1,https://www.m3greek.com/,Bridgeton,MO,"Apparel, Embroidery",info@m3greek.com
"M3 Embroidery & Apparel, LLC dba M3Greek®️",Omega Psi Phi,1,https://www.m3greek.com/,Bridgeton,MO,"Apparel, Embroidery",info@m3greek.com
"M3 Embroidery and  Apparel, LLC dba M3Greek®️",Delta Sigma Theta,1,https://www.m3greek.com/,Bridgeton,MO,"Apparel, Embroidery",info@m3greek.com
M3-Greek,Kappa Alpha Psi,1,https://www.m3greek.com/,Bridgeton,MO,"Apparel, Embroidery",m3.embroidery@swbell.net
MAHOGANY & CO. D/B/A 1913 Greek Suite Boutique,Delta Sigma Theta,1,https://www.mahogany-company.com/,CHARLOTTE,NC,Apparel,
MARCOMAXX,Phi Beta Sigma,1,https://marcomaxx.com/,Vine Grove,KY,Apparel,
MEME'S COUTURE & DIVINE DESIGN,Delta Sigma Theta,1,,Thomasville,GA,Apparel,memecdd@gmail.com
"MINO'S CREATIONS, LLC",Omega Psi Phi,1,https://www.minoscreations.com/,Horne Lake,MS,Apparel,minoscreations@gmail.com
MIP Design,Phi Beta Sigma,1,https://www.mipcollection.com/,Evans,GA,Apparel,
MOCA Jewelry Designs,Delta Sigma Theta,1,https://www.mocajewelrydesigns.com/,Albany,GA,Apparel,
"MPC Brands, LLC",Delta Sigma Theta,1,,Crawfordville,FL,Apparel,sara@mpcbrands.com
MT Exclusives,Phi Beta Sigma,1,https://mtexclusives.com/,Laplace,LA,Apparel,
MV Sport,"Iota Phi Theta, Phi Beta Sigma",2,http://www.mvsport.com/,Bayshore,NY,Apparel,
Madam37,"Delta Sigma Theta, Zeta Phi Beta",2,https://www.madam37.com/,Sacramento,CA,Apparel,
"Madi's Kloset, LLC (My Greek Boutique)",Zeta Phi Beta,1,https://www.mygreekboutique.co/,Little Rock,AR,Apparel,
"Madi’s Kloset, LLC dba My Greek Boutique","Iota Phi Theta, Phi Beta Sigma",2,https://www.mygreekboutique.co/,Little Rock,AR,Apparel,
Maison 'de Minerve,Delta Sigma Theta,1,,Orange Park,FL,Apparel,maisondeminerve@gmail.com
Maison Mythe,Delta Sigma Theta,1,https://www.maisonmythe.com/,MIAMI,FL,Apparel,
Malaya Smith,Sigma Gamma Rho,1,,,,Apparel,Malayasmith2@gmail.com
Marie's Inspirational Tee's and Stationery,Sigma Gamma Rho,1,,,,Apparel,mariesinspirationaltees@gmail.com
"Mariel's Greek Shoppe, LLC.",Omega Psi Phi,1,https://www.facebook.com/MarielsGreek,Jackson,MS,Apparel,marielsgreekshoppe@yahoo.com
Marilyn R. Carrier / LaVerne's Fashion & Gifts,Sigma Gamma Rho,1,,,,Apparel,Mcarrier@aol.com
Marketing N Effect,Omega Psi Phi,1,,Milan,IL,Apparel,mballard@2peatrepeat.com
Massively OWT Products,Omega Psi Phi,1,https://massivelyowt.com/,Chicago,IL,Apparel,buck45@hotmail.com
"Material Solutions, LLC",Kappa Alpha Psi,1,,,MD,Apparel,redge@materialsolutionsllc.com
Mazin Art,Kappa Alpha Psi,1,,,TX,Apparel,jphertzogllc@gmail.com
Maziquinns Shoe BIN,Phi Beta Sigma,1,https://maziequinns.com/,Boiling Springs,SC,Apparel,
McCluskey and Associates,"Omega Psi Phi, Sigma Gamma Rho, Zeta Phi Beta",3,https://www.ilovegreekstuff.com/,Cedartown,GA,Apparel,dr.marilyn.mccluskey@gmail.com
Mckelvey Tees,Delta Sigma Theta,1,https://www.lovegreeklove.com/,BLYTHEWOOD,SC,Apparel,
Mega Greek,"Kappa Alpha Psi, Phi Beta Sigma",2,https://www.megagreek.net/,Florence,AL,Apparel,ecgroup17@gmail.com
Mega-Imprints,Omega Psi Phi,1,,Red Oak,TX,Apparel,Robert.pratt61@yahoo.com
Mela Draped,Sigma Gamma Rho,1,,,,Apparel,pamela.hughes@meladraped.com
Melissa,Sigma Gamma Rho,1,,,,Apparel,uzurikidkidz@yahoo.com
Melissa Howard,"Sigma Gamma Rho, Zeta Phi Beta",2,,Morrow,GA,Apparel,melissahoward212@gmail.com
"Michael Madison Design, LLC",Delta Sigma Theta,1,https://www.michaelmadisondesign.com/,Winter Garden,FL,Apparel,
Michelle's by H&H Greek Accents,Omega Psi Phi,1,https://www.handhgreekaccent.com/,Durham,NC,Apparel,
"Michelle's by H&H Greek Accents, LLC",Delta Sigma Theta,1,https://www.handhgreekaccent.com/,Durham,NC,Apparel,
MihoraKustom,Kappa Alpha Psi,1,,,AL,Apparel,keymanii16@ezellharding.com
Mind of a Ladybug,Iota Phi Theta,1,https://mindofaladybug.com/,Cibolo,TX,Apparel,
MissToo Made It,Zeta Phi Beta,1,https://www.misstoomadeit.com/,Rock Hill,SC,Apparel,
MissToo Made It: Greek Boutique,Kappa Alpha Psi,1,https://www.misstoomadeit.com/,,SC,Apparel,info@misstoomadeit.com
Mixquitl Group II,"Iota Phi Theta, Phi Beta Sigma",2,https://www.greek-zone.com/password,Los Angeles,CA,Apparel,
MoDessa Designs,Omega Psi Phi,1,https://modessadesigns.com/,Covington,GA,Apparel,sales@MoDessaDesigns.com
"Mobizix, Inc.","Delta Sigma Theta, Kappa Alpha Psi, Zeta Phi Beta",3,"https://mobizix.myshopify.com/, https://www.mobizix.com/",Irvine,CA,Apparel,admin@mobizix.com
Mocha Mane-MM,Delta Sigma Theta,1,,Jonesboro,GA,Apparel,hairindian@yahoo.com
Monica Taylor DBA Mocha Mane,Omega Psi Phi,1,https://mochamane.com/,Jonesboro,GA,Apparel,hello@mochamane.com
Morgan & Morgan Marketing,"Iota Phi Theta, Phi Beta Sigma, Zeta Phi Beta",3,"http://www.djmorgansgear.com/, https://www.djmorgansgear.com/",Schertz,TX,Apparel,
Morgan CS DBA Morganics Handcrafted,Zeta Phi Beta,1,https://www.morganicshandcrafted.com/,Upper Marlboro,MD,Apparel,
Morganics Handcrafted,Phi Beta Sigma,1,https://www.morganicshandcrafted.com/,Upper Marlboro,MD,Apparel,
Mother Earth,"Delta Sigma Theta, Kappa Alpha Psi, Omega Psi Phi",3,https://buymotherearth.com/,Salisbury,NC,Apparel,trinafonville@yahoo.com
Ms. Capri's Unique Apparel & Gifts LLC,Zeta Phi Beta,1,https://mscapriuniqueapparel.com/,Lansing,MI,Apparel,
"Ms. Josephine's, LLC",Delta Sigma Theta,1,,Tuscaloosa,AL,Apparel,ms.josephinesllc@gmail.com
Ms. M. Creations,Delta Sigma Theta,1,https://www.msmcreations.com/,Thomson,GA,Apparel,
Music Maestro,Phi Beta Sigma,1,https://musicmaestrollc.org/,Chattanooga,TN,Apparel,
"Music Maestro, LLC",Delta Sigma Theta,1,https://musicmaestrollc.org/,Chattanooga,TN,Apparel,
My Brother's Keeper / Divi9Apperal,Delta Sigma Theta,1,,st. albans,NY,Apparel,Mbknyc201@gmail.com
My Custom Tailor,Kappa Alpha Psi,1,,,NY,Apparel,richard.dawson@mycustomtailor.com
My Greek Boutique,"Alpha Phi Alpha, Delta Sigma Theta, Kappa Alpha Psi, Omega Psi Phi",4,https://www.mygreekboutique.co/,Little Rock,AR,Apparel,info@mygreekboutique.co
"My Greek Chapter, LLC",Phi Beta Sigma,1,https://mygreekchapter.com/,Douglasville,GA,Apparel,
"My Greek Letters, LLC",Alpha Phi Alpha,1,https://www.mygreekletter.com/,Chattanooga,TN,Apparel,
My Journey Greek Boutique,Delta Sigma Theta,1,,Winston-Salem,NC,Apparel,myjourneygb@gmail.com
N and S Atelier LLC,Delta Sigma Theta,1,https://www.nansatelier.com/,Collierville,TN,Apparel,
N-Zone Online,Delta Sigma Theta,1,,Dallas,TX,Apparel,nzoneonline@gmail.com
NFM Inc.,Omega Psi Phi,1,,Houston,TX,Apparel,
NINEOH7,Zeta Phi Beta,1,https://www.nineoh7.com/,Fort Washington,MD,Apparel,
"NL Greek by Nippy Lavern, LLC",Delta Sigma Theta,1,https://www.nlgreek.com/,St Cloud,FL,Apparel,
NLGreek by Nippy Lavern,Zeta Phi Beta,1,https://www.nlgreek.com/,Orlando,FL,Apparel,
NVIOUS LLC,"Iota Phi Theta, Phi Beta Sigma",2,https://shopnvious.com/,Baltimore,MD,Apparel,
Nana Hook,"Sigma Gamma Rho, Zeta Phi Beta",2,https://www.nanahook.com/,Upper Marlboro,MD,Apparel,nanahook110@gmail.com
"Nana Hook, Inc.",Delta Sigma Theta,1,https://www.nanahook.com/,Upper Marlboro,MD,Apparel,nanahook110@gmail.com
Natasha Makes Tees,"Delta Sigma Theta, Zeta Phi Beta",2,https://www.natashamakestees.com/,Powder Springs,GA,Apparel,
National Convention Sales,"Alpha Phi Alpha, Omega Psi Phi",2,http://www.blackgreekstore.org/,Atlanta,GA,Apparel,
National Sportswear & Emblem,"Iota Phi Theta, Phi Beta Sigma",2,http://www.nsemblem.com/,Holly Hill,FL,Apparel,brad@nsemblem.com
"National Sportswear & Emblem, Ltd.",Kappa Alpha Psi,1,https://nsemblem.com/,Holly Hill,FL,Apparel,brad@nsemblem.com
"NautraBliss, LLC",Delta Sigma Theta,1,,Suwanee,GA,Apparel,info@naturabliss.net
Ne-Cee's Greek,Zeta Phi Beta,1,https://www.etsy.com/shop/neceesgreek,McDonough,GA,Apparel,
Need Nalia,"Iota Phi Theta, Omega Psi Phi, Phi Beta Sigma",3,http://www.etsy.com/shop/neednalia,Columbia,SC,Apparel,
Need That Tee,Delta Sigma Theta,1,https://www.needthattee.com/,Stone Mountain,GA,Apparel,
Nerd in a Shirt,Zeta Phi Beta,1,https://www.nerdinashirt.com/,Parkville,MD,Apparel,
Never E-Nuff Wood,Phi Beta Sigma,1,https://www.neverenuffwood.com/,Martinsville,VA,Apparel,
"New School Greek, LLP",Delta Sigma Theta,1,,Wayne,PA,Apparel,jade@thehavnbrand.com
Nicole Made It Embroidery,Delta Sigma Theta,1,https://www.nicolemadeit.com/,Cypress,TX,"Apparel, Embroidery",
"Nine Of A Kind, LLC.",Omega Psi Phi,1,https://www.facebook.com/kennethlamontnunnsr.,Gary,IN,Apparel,d9.of.a.kind@gmail.com
Nine and Divine Studios,Zeta Phi Beta,1,https://www.onthegoe.com/,Surprise,AZ,Apparel,
Nise INC.,Delta Sigma Theta,1,,Atlanta,GA,Apparel,niseinc@outlook.com
NouriTress Products dba Greek Obsession,Delta Sigma Theta,1,https://nouritress.com/,Fayetteville,GA,Apparel,
Nouvoh Corporation,Omega Psi Phi,1,,Atlanta,GA,Apparel,gkelly@nouvoh.com
Novel Aesthetics Studio,Delta Sigma Theta,1,https://www.etsy.com/shop/NovelAestheticsStu,Rock Hill,SC,Apparel,
Nubian Bookstore,Delta Sigma Theta,1,,Morrow,GA,Apparel,marcus3x@yahoo.com
Nubian Nation,Delta Sigma Theta,1,https://www.nubiannationgreek.com/,Chicago,IL,Apparel,
Nupe Designz,Kappa Alpha Psi,1,https://nupedesignz.storenvy.com/,,GA,Apparel,nupedesignz7@gmail.com
Nupe Kave LLC,Kappa Alpha Psi,1,https://nupekave.com/,,TX,Apparel,nupekave@yahoo.com
Nupe Mall,Kappa Alpha Psi,1,https://nupemall.com/,,GA,Apparel,info@nupemall.com
