"tablescraper-selected-row","tablescraper-selected-row 4","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row href","tablescraper-selected-row 8","reference","reference href","cite-bracket","cite-bracket 2"
"1517","Pi Chi","July 1, 1955","","","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1463","Theta Omicron","July 27, 1955","Rochester, New York","https://en.wikipedia.org/wiki/Rochester,_New_York","Active","","","",""
"1519","Sigma Chi","August 24, 1955","Reidsville, North Carolina","https://en.wikipedia.org/wiki/Reidsville,_North_Carolina","Active","","","",""
"1520","Tau Chi","December 1, 1955","","","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"1512","Lambda Chi","February 4, 1956","Amarillo, Texas","https://en.wikipedia.org/wiki/Amarillo,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1521","Upsilon Chi","February 4, 1956","Bentonville, Arkansas","https://en.wikipedia.org/wiki/Bentonville,_Arkansas","Active","26","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:17-40","[","]"
"1522","Phi Chi","March 10, 1956","Concord, North Carolina","https://en.wikipedia.org/wiki/Concord,_North_Carolina","Active","","","",""
"1524","Psi Chi","May 29, 1956","Ocala, Florida","https://en.wikipedia.org/wiki/Ocala,_Florida","Active","","","",""
"1525","Omega Chi","January 1, 1957","Selma, Alabama","https://en.wikipedia.org/wiki/Selma,_Alabama","Active","","","",""
"1526","Alpha Tau","April 1, 1957","Tuscaloosa, Alabama","https://en.wikipedia.org/wiki/Tuscaloosa,_Alabama","Active","58","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-97","[","]"
"1527","Beta Tau","April 1, 1957","Mullins, South Carolina","https://en.wikipedia.org/wiki/Mullins,_South_Carolina","Active","","","",""
"1531","Zeta Tau","September 1, 1957","Pasadena, California","https://en.wikipedia.org/wiki/Pasadena,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1532","Eta Tau","October 1, 1957","Gibson, Mississippi","https://en.wikipedia.org/wiki/Gibson,_Mississippi","Active","","","",""
"1528","Gamma Tau","December 31, 1957","Leesburg, Florida","https://en.wikipedia.org/wiki/Leesburg,_Florida","Active","","","",""
"1523","Chi Chi","February 26, 1958","Camden, South Carolina","https://en.wikipedia.org/wiki/Camden,_South_Carolina","Active","","","",""
"1530","","May 1, 1958","Lubbock, Texas","https://en.wikipedia.org/wiki/Lubbock,_Texas","Inactive","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1529","Delta Tau","May 5, 1958","Plaquemine, Louisiana","https://en.wikipedia.org/wiki/Plaquemine,_Louisiana","Active","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]"
"1533","Theta Tau","March 15, 1959","Anniston, Alabama","https://en.wikipedia.org/wiki/Anniston,_Alabama","Active","","","",""
"1534","Iota Tau","April 25, 1959","Georgetown, South Carolina","https://en.wikipedia.org/wiki/Georgetown,_South_Carolina","Active","","","",""
"1535","Kappa Tau","June 20, 1959","Canton, Ohio","https://en.wikipedia.org/wiki/Canton,_Ohio","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]"
"1536","Lambda Tau","October 15, 1959","Brunswick, Georgia","https://en.wikipedia.org/wiki/Brunswick,_Georgia","Active","","","",""
"1537","Mu Tau","November 15, 1959","Monroe, Louisiana","https://en.wikipedia.org/wiki/Monroe,_Louisiana","Active","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]"
"1538","Nu Tau","March 5, 1960","Albany, New York","https://en.wikipedia.org/wiki/Albany,_New_York","Active","","","",""
"1539","Xi Tau","April 6, 1960","Maumee, Ohio","https://en.wikipedia.org/wiki/Maumee,_Ohio","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]"
"1540","Omicron Tau","October 10, 1960","Fort Pierce, Florida","https://en.wikipedia.org/wiki/Fort_Pierce,_Florida","Active","","","",""
"1541","Pi Tau","November 11, 1960","Grambling, Louisiana","https://en.wikipedia.org/wiki/Grambling,_Louisiana","Active","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]"
"1544","Tau Tau","February 3, 1961","","","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1542","Rho Tau","February 6, 1961","Gurnee, Illinois","https://en.wikipedia.org/wiki/Gurnee,_Illinois","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]"
"1543","Sigma Tau","February 10, 1961","","","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1545","Upsilon Tau","March 19, 1961","Poughkeepsie, New York","https://en.wikipedia.org/wiki/Poughkeepsie,_New_York","Active","","","",""
"1546","Phi Tau","June 1, 1961","Johnson City, Tennessee","https://en.wikipedia.org/wiki/Johnson_City,_Tennessee","Active","","","",""
"1547","Chi Tau","January 8, 1962","Orlando, Florida","https://en.wikipedia.org/wiki/Orlando,_Florida","Active","","","",""
"1553","Epsilon Rho","March 9, 1962","","","Active","10","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:24-14","[","]"
"1549","Alpha Rho","March 15, 1962","Union City, California","https://en.wikipedia.org/wiki/Union_City,_California","Active","60","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-99","[","]"
"1551","Gamma Rho","April 14, 1962","","","Active","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]"
"1550","Beta Rho","April 18, 1962","Itta Bena, Mississippi","https://en.wikipedia.org/wiki/Itta_Bena,_Mississippi","Active","","","",""
"1552","Delta Rho","April 29, 1962","Kingstree, South Carolina","https://en.wikipedia.org/wiki/Kingstree,_South_Carolina","Active","","","",""
"1554","Zeta Rho","June 11, 1962","","","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1556","Theta Rho","August 15, 1962","","","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"1555","Eta Rho","September 11, 1962","St. Petersburg, Florida","https://en.wikipedia.org/wiki/St._Petersburg,_Florida","Active","","","",""
"1548","Psi Tau","October 1, 1962","Lexington, Kentucky","https://en.wikipedia.org/wiki/Lexington,_Kentucky","Active","50","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:14-86","[","]"
"1557","Iota Rho","June 1, 1963","Odessa, Texas","https://en.wikipedia.org/wiki/Odessa,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1558","Kappa Rho","October 10, 1963","Clinton, North Carolina","https://en.wikipedia.org/wiki/Clinton,_North_Carolina","Active","","","",""
"1559","Lambda Rho","March 1, 1964","Waterbury, Connecticut","https://en.wikipedia.org/wiki/Waterbury,_Connecticut","Active","","","",""
"1560","Mu Rho","March 1, 1964","Annapolis, Maryland","https://en.wikipedia.org/wiki/Annapolis,_Maryland","Active","","","",""
"1561","Nu Rho","April 1, 1964","Albuquerque, New Mexico","https://en.wikipedia.org/wiki/Albuquerque,_New_Mexico","Active","","","",""
"1562","Xi Rho","April 1, 1964","West Memphis, Arkansas","https://en.wikipedia.org/wiki/West_Memphis,_Arkansas","Active","26","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:17-40","[","]"
"1563","Omicron Rho","May 1, 1964","Flint, Michigan","https://en.wikipedia.org/wiki/Flint,_Michigan","Active","13","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:26-19","[","]"
"1564","Pi Rho","August 7, 1964","San Bernardino, California","https://en.wikipedia.org/wiki/San_Bernardino,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1565","Rho Rho","September 5, 1964","Ahoskie, North Carolina","https://en.wikipedia.org/wiki/Ahoskie,_North_Carolina","Active","","","",""
"1567","Tau Rho","December 7, 1964","Fredericksburg, Virginia","https://en.wikipedia.org/wiki/Fredericksburg,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]"
"1566","Sigma Rho","December 19, 1964","Ann Arbor, Michigan","https://en.wikipedia.org/wiki/Ann_Arbor,_Michigan","Active","13","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:26-19","[","]"
"1571","Psi Rho","August 3, 1965","Holly Springs, Mississippi","https://en.wikipedia.org/wiki/Holly_Springs,_Mississippi","Active","","","",""
"1570","Chi Rho","August 11, 1965","Wheatley Heights, New York","https://en.wikipedia.org/wiki/Wheatley_Heights,_New_York","Active","","","",""
"1572","Alpha Nu","December 11, 1965","Stamford, Connecticut","https://en.wikipedia.org/wiki/Stamford,_Connecticut","Active","61","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-100","[","]"
"","","","Norwalk, Connecticut","https://en.wikipedia.org/wiki/Norwalk,_Connecticut","","","","",""
"1573","Beta Nu","March 1, 1966","Proctorville, North Carolina","https://en.wikipedia.org/wiki/Proctorville,_North_Carolina","Active","","","",""
"1574","Gamma Nu","March 15, 1967","Cocoa, Florida","https://en.wikipedia.org/wiki/Cocoa,_Florida","Active","","","",""
"1575","Delta Nu","April 6, 1967","Hickory, North Carolina","https://en.wikipedia.org/wiki/Hickory,_North_Carolina","Active","","","",""
"1576","Epsilon Nu","June 10, 1967","Spartanburg, South Carolina","https://en.wikipedia.org/wiki/Spartanburg,_South_Carolina","Active","","","",""
"1585","Xi Nu","May 8, 1968","San Jose, California","https://en.wikipedia.org/wiki/San_Jose,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1577","Zeta Nu","June 21, 1968","Portland, Oregon","https://en.wikipedia.org/wiki/Portland,_Oregon","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1578","Eta Nu","June 11, 1969","Pompano Beach, Florida","https://en.wikipedia.org/wiki/Pompano_Beach,_Florida","Active","","","",""
"1579","Theta Nu","December 20, 1969","Muskegon Heights, Michigan","https://en.wikipedia.org/wiki/Muskegon_Heights,_Michigan","Active","13","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:26-19","[","]"
"1127","","January 15, 1970","","","Inactive","","","",""
"1583","Mu Nu","May 23, 1970","Silver Spring, Maryland","https://en.wikipedia.org/wiki/Silver_Spring,_Maryland","Active","","","",""
"1582","Lambda Nu","June 1, 1970","Franklin, Virginia","https://en.wikipedia.org/wiki/Franklin,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]"
"1584","Nu Nu","August 1, 1970","Willingboro Township, New Jersey","https://en.wikipedia.org/wiki/Willingboro_Township,_New_Jersey","Active","","","",""
"1586","Omicron Nu","January 1, 1971","Seaside, California","https://en.wikipedia.org/wiki/Seaside,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1587","Pi Nu","February 17, 1971","","","Active","","","",""
"1588","Rho Nu","April 1, 1971","Galveston, Texas","https://en.wikipedia.org/wiki/Galveston,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1589","Sigma Nu","June 28, 1971","Providence, Rhode Island","https://en.wikipedia.org/wiki/Providence,_Rhode_Island","Active","","","",""
"1590","Tau Nu","July 16, 1971","Fort Wayne, Indiana","https://en.wikipedia.org/wiki/Fort_Wayne,_Indiana","Active","27","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:23-41","[","]"
"1591","Upsilon Nu","October 12, 1971","Richmond, Virginia","https://en.wikipedia.org/wiki/Richmond,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]"
"1592","Phi Nu (First)","January 14, 1972","Mohegan Lake, New York","https://en.wikipedia.org/wiki/Mohegan_Lake,_New_York","Active","h","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-Ph_Nu-101","[","]"
"1593","Chi Nu","January 19, 1972","Fresno, California","https://en.wikipedia.org/wiki/Fresno,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1594","Psi Nu","April 7, 1972","Alexandria, Virginia","https://en.wikipedia.org/wiki/Alexandria,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]"
"1595","Omega Nu","May 2, 1972","Springfield, Illinois","https://en.wikipedia.org/wiki/Springfield,_Illinois","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]"
"1597","Beta Pi","January 12, 1973","Gainesville, Florida","https://en.wikipedia.org/wiki/Gainesville,_Florida","Active","","","",""
"1596","Alpha Pi","February 18, 1973","Florence, Alabama","https://en.wikipedia.org/wiki/Florence,_Alabama","Active","","","",""
"1598","Gamma Pi","March 5, 1973","Prince George's County, Maryland","https://en.wikipedia.org/wiki/Prince_George%27s_County,_Maryland","Active","","","",""
"1599","Delta Pi","March 15, 1973","Tacoma, Washington","https://en.wikipedia.org/wiki/Tacoma,_Washington","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1600","","March 23, 1973","Media, Pennsylvania","https://en.wikipedia.org/wiki/Media,_Pennsylvania","Moved","","","",""
"1601","Zeta Pi","March 27, 1973","Erie, Pennsylvania","https://en.wikipedia.org/wiki/Erie,_Pennsylvania","Active","","","",""
"1602","Eta Pi","May 2, 1973","Montclair, New Jersey","https://en.wikipedia.org/wiki/Montclair,_New_Jersey","Active","","","",""
"1603","Theta Pi","July 31, 1973","Vallejo, California","https://en.wikipedia.org/wiki/Vallejo,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1605","Kappa Pi","November 6, 1973","Lancaster, South Carolina","https://en.wikipedia.org/wiki/Lancaster,_South_Carolina","Active","","","",""
"1606","Lambda Pi","November 21, 1973","Kinston, North Carolina","https://en.wikipedia.org/wiki/Kinston,_North_Carolina","Active","","","",""
"1604","Iota Pi","March 9, 1974","Grand Rapids, Michigan","https://en.wikipedia.org/wiki/Grand_Rapids,_Michigan","Active","13","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:26-19","[","]"
"1607","Mu Pi","March 9, 1974","Greenville, South Carolina","https://en.wikipedia.org/wiki/Greenville,_South_Carolina","Active","","","",""
"1608","Nu Pi","March 9, 1974","Joliet, Illinois","https://en.wikipedia.org/wiki/Joliet,_Illinois","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]"
"1609","Xi Pi","July 18, 1974","Colorado Springs, Colorado","https://en.wikipedia.org/wiki/Colorado_Springs,_Colorado","Active","","","",""
"1610","Omicron Pi","July 18, 1974","Killeen, Texas","https://en.wikipedia.org/wiki/Killeen,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1612","Rho Pi","January 17, 1975","Jacksonville, Florida","https://en.wikipedia.org/wiki/Jacksonville,_Florida","Active","","","",""
"1611","Pi Pi","February 18, 1975","Midland, Michigan","https://en.wikipedia.org/wiki/Midland,_Michigan","Active","","","",""
"1613","Sigma Pi","April 19, 1975","Aiken, South Carolina","https://en.wikipedia.org/wiki/Aiken,_South_Carolina","Active","","","",""
"1614","Tau Pi","April 19, 1975","Columbia, Maryland","https://en.wikipedia.org/wiki/Columbia,_Maryland","Active","","","",""
"1615","Upsilon Pi","July 20, 1975","Kalamazoo, Michigan","https://en.wikipedia.org/wiki/Kalamazoo,_Michigan","Active","13","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:26-19","[","]"
"1616","","November 12, 1975","Muskogee, Oklahoma","https://en.wikipedia.org/wiki/Muskogee,_Oklahoma","Inactive","22","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:20-35","[","]"
"1617","Chi Pi","November 12, 1975","Syracuse, New York","https://en.wikipedia.org/wiki/Syracuse,_New_York","Active","","","",""
"1618","Psi Pi","November 12, 1975","Clarksville, Tennessee","https://en.wikipedia.org/wiki/Clarksville,_Tennessee","Active","50","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:14-86","[","]"
"1619","Omega Pi","November 12, 1975","Durham, North Carolina","https://en.wikipedia.org/wiki/Durham,_North_Carolina","Active","","","",""
"1620","Alpha Xi","November 15, 1975","LaGrange, Georgia","https://en.wikipedia.org/wiki/LaGrange,_Georgia","Active","","","",""
"1621","Beta Xi","January 28, 1976","Evansville, Indiana","https://en.wikipedia.org/wiki/Evansville,_Indiana","Active","27","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:23-41","[","]"
"1622","Gamma Xi","March 22, 1976","Virginia Beach, Virginia","https://en.wikipedia.org/wiki/Virginia_Beach,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]"
"1623","Delta Xi","April 1, 1976","Rowlett, Texas","https://en.wikipedia.org/wiki/Rowlett,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1624","Epsilon Xi","April 10, 1976","Sacramento, California","https://en.wikipedia.org/wiki/Sacramento,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1625","Zeta Xi","August 15, 1976","","","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"1627","Theta Xi","October 13, 1976","Peoria, Illinois","https://en.wikipedia.org/wiki/Peoria,_Illinois","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]"
"1580","Iota Nu","November 20, 1976","","","Active","","","",""
"1628","Iota Xi","November 20, 1976","","","Active","","","",""
"1630","Lambda Xi","February 22, 1977","","","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"1631","Mu Xi","March 11, 1977","Glen Ellyn, Illinois","https://en.wikipedia.org/wiki/Glen_Ellyn,_Illinois","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]"
"1632","Nu Xi","March 12, 1977","Natchez, Mississippi","https://en.wikipedia.org/wiki/Natchez,_Mississippi","Active","","","",""
"1246","","March 12, 1977","Baton Rouge, Louisiana","https://en.wikipedia.org/wiki/Baton_Rouge,_Louisiana","Inactive","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]"
"1633","Xi Xi","March 25, 1977","","","Active","50","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:14-86","[","]"
"1634","Omicron Xi","April 3, 1977","Kansas City, Kansas","https://en.wikipedia.org/wiki/Kansas_City,_Kansas","Active","","","",""
"1248","Lambda Kappa","April 28, 1977","Durham, North Carolina","https://en.wikipedia.org/wiki/Durham,_North_Carolina","Active","","","",""
"1635","Pi Xi","August 17, 1977","Nassau, Bahamas","https://en.wikipedia.org/wiki/Nassau,_Bahamas","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"1636","Rho Xi","August 31, 1977","Freeport, Texas","https://en.wikipedia.org/wiki/Freeport,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1637","Sigma Xi","August 31, 1977","Champaign, Illinois","https://en.wikipedia.org/wiki/Champaign,_Illinois","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]"
"1252","Omicron Kappa","September 1, 1977","Springfield, Missouri","https://en.wikipedia.org/wiki/Springfield,_Missouri","Active","","","",""
"1639","Upsilon Xi","November 1, 1977","Lakeland, Florida","https://en.wikipedia.org/wiki/Lakeland,_Florida","Active","","","",""
"1640","Phi Xi","March 10, 1978","","","Active","","","",""
"1641","Chi Xi","March 10, 1978","Saginaw, Michigan","https://en.wikipedia.org/wiki/Saginaw,_Michigan","Active","13","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:26-19","[","]"
"1642","Psi Xi","March 10, 1978","Ventura County, California","https://en.wikipedia.org/wiki/Ventura_County,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1646","Alpha Alpha Alpha","March 10, 1978","Morgantown, West Virginia","https://en.wikipedia.org/wiki/Morgantown,_West_Virginia","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]"
"1648","Gamma Alpha Alpha","September 15, 1978","Anchorage, Alaska","https://en.wikipedia.org/wiki/Anchorage,_Alaska","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1259","Chi Kappa","September 15, 1978","","","Active","","","",""
"1650","Epsilon Alpha Alpha","September 16, 1978","Jonesboro, Arkansas","https://en.wikipedia.org/wiki/Jonesboro,_Arkansas","Active","26","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:17-40","[","]"
"1649","Delta Alpha Alpha","September 16, 1978","Tucson, Arizona","https://en.wikipedia.org/wiki/Tucson,_Arizona","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1647","Beta Alpha Alpha","September 18, 1978","White Plains, New York","https://en.wikipedia.org/wiki/White_Plains,_New_York","Active","k","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-109","[","]"
"1652","Eta Alpha Alpha","July 30, 1979","Claremont, California","https://en.wikipedia.org/wiki/Claremont,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1265","Delta Lambda","August 6, 1979","New Britain, Connecticut","https://en.wikipedia.org/wiki/New_Britain,_Connecticut","Active","","","",""
"1651","Zeta Alpha Alpha","August 15, 1979","","","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]"
"1653","Theta Alpha Alpha","September 22, 1979","Bowling Green, Kentucky","https://en.wikipedia.org/wiki/Bowling_Green,_Kentucky","Active","50","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:14-86","[","]"
"1654","Iota Alpha Alpha","September 22, 1979","Easton, Maryland","https://en.wikipedia.org/wiki/Easton,_Maryland","Active","","","",""
"1655","Kappa Alpha Alpha","September 22, 1979","Decatur, Georgia","https://en.wikipedia.org/wiki/Decatur,_Georgia","Active","","","",""
"1656","Lambda Alpha Alpha","March 15, 1980","Boynton Beach, Florida","https://en.wikipedia.org/wiki/Boynton_Beach,_Florida","Active","","","",""
"1657","Mu Alpha Alpha","March 15, 1980","Artesia, California","https://en.wikipedia.org/wiki/Artesia,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1658","Nu Alpha Alpha","March 15, 1980","Bloomington, Indiana","https://en.wikipedia.org/wiki/Bloomington,_Indiana","Active","27","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:23-41","[","]"
"1659","","March 15, 1980","Natchitoches, Louisiana","https://en.wikipedia.org/wiki/Natchitoches,_Louisiana","Inactive","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]"
"1661","Pi Alpha Alpha","April 25, 1980","Jackson, Tennessee","https://en.wikipedia.org/wiki/Jackson,_Tennessee","Active","","","",""
"1660","Omicron Alpha Alpha","May 19, 1980","Farmington, Michigan","https://en.wikipedia.org/wiki/Farmington,_Michigan","Active","13","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:26-19","[","]"
"1662","Rho Alpha Alpha","August 8, 1980","Cleveland, Mississippi","https://en.wikipedia.org/wiki/Cleveland,_Mississippi","Active","","","",""
"1663","Sigma Alpha Alpha","August 9, 1980","Moss Point, Mississippi","https://en.wikipedia.org/wiki/Moss_Point,_Mississippi","Active","","","",""
"1664","Tau Alpha Alpha","December 8, 1980","Bakersfield, California","https://en.wikipedia.org/wiki/Bakersfield,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1668","Psi Alpha Alpha","December 26, 1980","Fairfax County, Virginia","https://en.wikipedia.org/wiki/Fairfax_County,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]"
"1669","Omega Alpha Alpha","December 26, 1980","Beaufort, South Carolina","https://en.wikipedia.org/wiki/Beaufort,_South_Carolina","Active","","","",""
"1665","Upsilon Alpha Alpha","December 30, 1980","Panama City, Florida","https://en.wikipedia.org/wiki/Panama_City,_Florida","Active","","","",""
"1666","Phi Alpha Alpha","December 30, 1980","Goldsboro, North Carolina","https://en.wikipedia.org/wiki/Goldsboro,_North_Carolina","Active","","","",""
"1285","Omega Lambda","December 30, 1980","","","Active","","","",""
"1670","Alpha Beta Beta","March 14, 1981","Hartsville, South Carolina","https://en.wikipedia.org/wiki/Hartsville,_South_Carolina","Active","","","",""
"1671","Beta Beta Beta","March 14, 1981","Wilson, North Carolina","https://en.wikipedia.org/wiki/Wilson,_North_Carolina","Active","","","",""
"1672","Gamma Beta Beta","March 14, 1981","Shelby, North Carolina","https://en.wikipedia.org/wiki/Shelby,_North_Carolina","Active","","","",""
"1673","Delta Beta Beta","March 14, 1981","Moline, Illinois","https://en.wikipedia.org/wiki/Moline,_Illinois","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]"
"1675","Zeta Beta Beta","April 15, 1981","Athens, Georgia","https://en.wikipedia.org/wiki/Athens,_Georgia","Active","","","",""
"1676","Eta Beta Beta","August 15, 1981","Lexington, North Carolina","https://en.wikipedia.org/wiki/Lexington,_North_Carolina","Active","","","",""
"1600","Epsilon Pi (Second)","1981","Chester, Pennsylvania","https://en.wikipedia.org/wiki/Chester,_Pennsylvania","Active","","","",""
"1678","Iota Beta Beta","June 25, 1982","","","Active","6","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:0-7","[","]"
"1679","Kappa Beta Beta","June 25, 1982","Dothan, Alabama","https://en.wikipedia.org/wiki/Dothan,_Alabama","Active","","","",""
